Metabolite name	Metabolite name	Metabolite description	Charged Metabolite formula	Metabolite charge	Metabolite Compartment	Metabolite KeggID	Metabolite PubChemID	Metabolite CheBI ID
3ocddec5eACP[c]	3ocddec5eACP	3-oxo-cis-dodec-5-enoyl-acyl-carrier-protein	C396H621O144N96P1S3	-1	cytoplasm			
3ocmrs7eACP[c]	3ocmrs7eACP	3-oxo-cis-myristol-7-eoyl-acyl-carrier-protein	C398H625O144N96P1S3	-1	cytoplasm			
3ocpalm9eACP[c]	3ocpalm9eACP	3-oxo-cis-palm-9-eoyl-acyl-carrier-protein	C400H629O144N96P1S3	-1	cytoplasm			
3ocvac11eACP[c]	3ocvac11eACP	3-oxo-cis-vacc-11-enoyl-acyl-carrier-protein	C402H633O144N96P1S3	-1	cytoplasm			
3odcoa[c]	3odcoa	3-Oxodecanoyl-CoA	C31H48N7O18P3S	-4	cytoplasm	C05265	7652	28528
3oddcoa[c]	3oddcoa	3-Oxododecanoyl-CoA	C33H52N7O18P3S	-4	cytoplasm	C05263	7650	27868
3oddecACP[c]	3oddecACP	3-Oxododecanoyl-acyl-carrier-protein	C396H623O144N96P1S3	-1	cytoplasm	C05756	8051	
3odecACP[c]	3odecACP	3-Oxodecanoyl-acyl-carrier-protein	C394H619O144N96P1S3	-1	cytoplasm	C05753	8048	
3ohcoa[c]	3ohcoa	3-Oxohexanoyl-CoA	C27H40N7O18P3S	-4	cytoplasm	C05269	7656	27648
3ohdcoa[c]	3ohdcoa	3-Oxohexadecanoyl-CoA	C37H60N7O18P3S	-4	cytoplasm	C05259	7646	15491
3ohexACP[c]	3ohexACP	3-Oxohexanoyl-acyl-carrier-protein	C390H611O144N96P1S3	-1	cytoplasm	C05746	8041	
3omrsACP[c]	3omrsACP	3-Oxotetradecanoyl-acyl-carrier-protein	C398H627O144N96P1S3	-1	cytoplasm	C05759	8054	
3oocoa[c]	3oocoa	3-Oxooctanoyl-CoA	C29H44N7O18P3S	-4	cytoplasm	C05267	7654	28264
3ooctACP[c]	3ooctACP	3-Oxooctanoyl-acyl-carrier-protein	C392H615O144N96P1S3	-1	cytoplasm	C05750	8045	
3ooctdACP[c]	3ooctdACP	3-Oxooctadecanoyl-acyl-carrier-protein	C402H635O144N96P1S3	-1	cytoplasm			
3oodcoa[c]	3oodcoa	3-Oxooctadecanoyl-CoA	C39H64N7O18P3S	-4	cytoplasm	C16216	47205524	
3opalmACP[c]	3opalmACP	3-Oxohexadecanoyl-acyl-carrier-protein	C400H631O144N96P1S3	-1	cytoplasm	C05762	8057	
3ophb[c]	3ophb	3-Octaprenyl-4-hydroxybenzoate	C47H69O3	-1	cytoplasm	C05809	8104	 1617 50116
3otdcoa[c]	3otdcoa	3-Oxotetradecanoyl-CoA	C35H56N7O18P3S	-4	cytoplasm	C05261	7648	28726
3pg[c]	3pg	3-Phospho-D-glycerate	C3H4O7P	-3	cytoplasm	C00197	3497	17794
3pg[e]	3pg	3-Phospho-D-glycerate	C3H4O7P	-3	extra-organism	C00197	3497	17794
3pg[p]	3pg	3-Phospho-D-glycerate	C3H4O7P	-3	periplasm	C00197	3497	17794
3php[c]	3php	3-Phosphohydroxypyruvate	C3H2O7P	-3	cytoplasm	C03232	6103	30933
3psme[c]	3psme	5-O-1-Carboxyvinyl-3-phosphoshikimate	C10H9O10P	-4	cytoplasm	C01269	4488	16257
3sala[c]	3sala	3-Sulfino-L-alanine	C3H5NO4S	-2	cytoplasm	C00606	3881	16345
3ump[e]	3ump	3-UMP	C9H11N2O9P	-2	extra-organism	C01368	4567	28895
3ump[p]	3ump	3-UMP	C9H11N2O9P	-2	periplasm	C01368	4567	28895
4abut[c]	4abut	4-Aminobutanoate	C4H9NO2	0	cytoplasm	C00334	3628	16865
4abut[e]	4abut	4-Aminobutanoate	C4H9NO2	0	extra-organism	C00334	3628	16865
4abut[p]	4abut	4-Aminobutanoate	C4H9NO2	0	periplasm	C00334	3628	16865
4abutn[c]	4abutn	4-Aminobutanal	C4H10NO	1	cytoplasm	C00555	3835	17769
4abz[c]	4abz	4-Aminobenzoate	C7H6NO2	-1	cytoplasm	C00568	3847	30753
4abz[e]	4abz	4-Aminobenzoate	C7H6NO2	-1	extra-organism	C00568	3847	30753
4adcho[c]	4adcho	4-amino-4-deoxychorismate	C10H10NO5	-1	cytoplasm	C11355	13530	 18198 35181
4ahmmp[c]	4ahmmp	4-Amino-5-hydroxymethyl-2-methylpyrimidine	C6H9N3O	0	cytoplasm	C01279	4498	16892
4ampm[c]	4ampm	4-Amino-2-methyl-5-phosphomethylpyrimidine	C6H8N3O4P	-2	cytoplasm	C04556	7161	18032
4c2me[c]	4c2me	4-cytidine-5-diphospho-2-C-methyl-D-erythritol	C14H23N3O14P2	-2	cytoplasm	C11435	13607	16578
4h2kpi[c]	4h2kpi	4-Hydroxy-2-ketopimelate	C7H8O6	-2	cytoplasm	C05601	7924	
4hba[c]	4hba	4-Hydroxy-benzyl-alcohol	C7H8O2	0	cytoplasm		125??3480	30746
4hbz[c]	4hbz	4-Hydroxybenzoate	C7H5O3	-1	cytoplasm	C00156	3456	30763
4hoxpacd[e]	4hoxpacd	4-Hydroxyphenylacetaldehyde	C8H8O2	0	extra-organism	C03765	6521	15621
4hoxpacd[p]	4hoxpacd	4-Hydroxyphenylacetaldehyde	C8H8O2	0	periplasm	C03765	6521	15621
4hoxpac[c]	4hoxpac	4-Hydroxyphenylacetate	C8H7O3	-1	cytoplasm	C00642	3915	18101
4hoxpac[e]	4hoxpac	4-Hydroxyphenylacetate	C8H7O3	-1	extra-organism	C00642	3915	18101
4hoxpac[p]	4hoxpac	4-Hydroxyphenylacetate	C8H7O3	-1	periplasm	C00642	3915	18101
4hthr[c]	4hthr	4-Hydroxy-L-threonine	C4H9NO4	0	cytoplasm	C06056	8326	
4iz5pp[c]	4iz5pp	4-Imidazolone-5-propanoate	C6H7N2O3	-1	cytoplasm	C03680	6455	
4mhetz[c]	4mhetz	4-Methyl-5-2-hydroxyethyl-thiazole	C6H9NOS	0	cytoplasm	C04294	6954	17957
4mop[c]	4mop	4-Methyl-2-oxopentanoate	C6H9O3	-1	cytoplasm	C00233	3532	48430
4mpetz[c]	4mpetz	4-Methyl-5-2-phosphoethyl-thiazole	C6H8NO4PS	-2	cytoplasm	C04327	6980	17857
4pasp[c]	4pasp	4-Phospho-L-aspartate	C4H6NO7P	-2	cytoplasm	C03082	5980	15836
4per[c]	4per	4-Phospho-D-erythronate	C4H6O8P	-3	cytoplasm	C03393	6224	49003
4ppan[c]	4ppan	D-4-Phosphopantothenate	C9H15NO8P	-3	cytoplasm	C03492	6304	15905
4ppcys[c]	4ppcys	N-R-4-Phosphopantothenoyl-L-cysteine	C12H20N2O9PS	-3	cytoplasm	C04352	7001	15769
4r5au[c]	4r5au	4-1-D-Ribitylamino-5-aminouracil	C9H16N4O6	0	cytoplasm	C04732	7303	15934
5aizc[c]	5aizc	5-amino-1-5-phospho-D-ribosyl-imidazole-4-carboxylate	C9H11N3O9P	-3	cytoplasm	C04751	7321	28413
5aop[c]	5aop	5-Amino-4-oxopentanoate	C5H9NO3	0	cytoplasm	C00430	3719	17549
5aprbu[c]	5aprbu	5-Amino-6-5-phosphoribitylamino-uracil	C9H15N4O9P	-2	cytoplasm	C04454	7081	18247
5apru[c]	5apru	5-Amino-6-5-phosphoribosylamino-uracil	C9H13N4O9P	-2	cytoplasm	C01268	4487	18337
5c2o3ed[c]	5c2o3ed	5-Carboxy-2-oxohept-3-enedioate	C8H5O7	-3	cytoplasm	C04052	6753	15924
5caiz[c]	5caiz	5-phosphoribosyl-5-carboxyaminoimidazole	C9H11N3O9P	-3	cytoplasm	C04751	7321	28413
5cm2hmu[c]	5cm2hmu	5-Carboxymethyl-2-hydroxymuconate	C8H5O7	-3	cytoplasm	C04186	6862	2040
5dglcn[c]	5dglcn	5-Dehydro-D-gluconate	C6H9O7	-1	cytoplasm	C01062	4301	17426
5dglcn[e]	5dglcn	5-Dehydro-D-gluconate	C6H9O7	-1	extra-organism	C01062	4301	17426
5dglcn[p]	5dglcn	5-Dehydro-D-gluconate	C6H9O7	-1	periplasm	C01062	4301	17426
5dh4dglc[c]	5dh4dglc	5-Dehydro-4-deoxy-D-glucarate	C6H6O7	-2	cytoplasm	C00679	3948	42819
5drib[c]	5drib	5-deoxyribose	C5H10O4	0	cytoplasm		3449	30797
5mdr1p[c]	5mdr1p	5-Methylthio-5-deoxy-D-ribose-1-phosphate	C6H11O7PS	-2	cytoplasm	C04188	6864	
5mdru1p[c]	5mdru1p	5-Methylthio-5-deoxy-D-ribulose-1-phosphate	C6H11O7PS	-2	cytoplasm	C04582	7183	28096
5mta[c]	5mta	5-Methylthioadenosine	C11H15N5O3S	0	cytoplasm	C00170	3470	17509
5mthf[c]	5mthf	5-Methyltetrahydrofolate	C20H24N7O6	-1	cytoplasm	C00440	3729	15641
5mtr[c]	5mtr	5-Methylthio-D-ribose	C6H12O4S	0	cytoplasm	C03089	5987	16895
5prdmbz[c]	5prdmbz	N1-5-Phospho-alpha-D-ribosyl-5-6-dimethylbenzimidazole	C14H17N2O7P	-2	cytoplasm	C04778	7342	16837
6hmhpt[c]	6hmhpt	6-hydroxymethyl-dihydropterin	C7H9N5O2	0	cytoplasm			
6hmhptpp[c]	6hmhptpp	6-hydroxymethyl-dihydropterin-pyrophosphate	C7H8N5O8P2	-3	cytoplasm			
6pgc[c]	6pgc	6-Phospho-D-gluconate	C6H10O10P	-3	cytoplasm	C00345	3638	48928
6pgl[c]	6pgl	6-phospho-D-glucono-1-5-lactone	C6H9O9P	-2	cytoplasm	C01236	4457	16938
8aonn[c]	8aonn	8-Amino-7-oxononanoate	C9H17NO3	0	cytoplasm	C01092	4327	 12266 15830
ACP[c]	ACP	apoprotein-acyl-carrier-protein	C384H603N96O142P1S3	-1	cytoplasm	C00229	3528	
LalaDgluMdapDala[c]	LalaDgluMdapDala	L-alanine-D-glutamate-meso-2-6-diaminoheptanedioate-D-alanine	C18H30N5O9	-1	cytoplasm			
LalaDgluMdapDala[e]	LalaDgluMdapDala	L-alanine-D-glutamate-meso-2-6-diaminoheptanedioate-D-alanine	C18H30N5O9	-1	extra-organism			
LalaDgluMdapDala[p]	LalaDgluMdapDala	L-alanine-D-glutamate-meso-2-6-diaminoheptanedioate-D-alanine	C18H30N5O9	-1	periplasm			
LalaDgluMdap[c]	LalaDgluMdap	L-alanine-D-glutamate-meso-2-6-diaminoheptanedioate	C15H25N4O8	-1	cytoplasm			
LalaDgluMdap[e]	LalaDgluMdap	L-alanine-D-glutamate-meso-2-6-diaminoheptanedioate	C15H25N4O8	-1	extra-organism			
LalaDgluMdap[p]	LalaDgluMdap	L-alanine-D-glutamate-meso-2-6-diaminoheptanedioate	C15H25N4O8	-1	periplasm			
LalaDglu[c]	LalaDglu	L-alanine-D-glutamate	C8H13N2O5	-1	cytoplasm			
LalaLglu[c]	LalaLglu	L-alanine-L-glutamate	C8H13N2O5	-1	cytoplasm			
N1aspmd[c]	N1aspmd	N1-Acetylspermidine	C9H23N3O	2	cytoplasm	C00612	3886	17927
Nmtrp[c]	Nmtrp	N-Methyltryptophan	C12H14N2O2	0	cytoplasm	C02983	5892	15334
Sfglutth[c]	Sfglutth	S-Formylglutathione	C11H16N3O7S	-1	cytoplasm	C01031	4274	16225
aacoa[c]	aacoa	Acetoacetyl-CoA	C25H36N7O18P3S	-4	cytoplasm	C00332	3626	15345
aact[c]	aact	Aminoacetone	C3H8NO	1	cytoplasm	C01888	5001	17906
acACP[c]	acACP	Acetyl-ACP	C386H605O143N96P1S3	-1	cytoplasm	C03939	6663	
ac[c]	ac	Acetate	C2H3O2	-1	cytoplasm	C00033	3335	15366
ac[e]	ac	Acetate	C2H3O2	-1	extra-organism	C00033	3335	15366
ac[p]	ac	Acetate	C2H3O2	-1	periplasm	C00033	3335	15366
acac[e]	acac	Acetoacetate	C4H5O3	-1	extra-organism	C00164	3464	
acac[p]	acac	Acetoacetate	C4H5O3	-1	periplasm	C00164	3464	
acald[c]	acald	Acetaldehyde	C2H4O	0	cytoplasm	C00084	3384	15343
acald[e]	acald	Acetaldehyde	C2H4O	0	extra-organism	C00084	3384	15343
acald[p]	acald	Acetaldehyde	C2H4O	0	periplasm	C00084	3384	15343
acanth[c]	acanth	N-Acetylanthranilate	C9H8NO3	-1	cytoplasm	C06332	8568	16803
accoa[c]	accoa	Acetyl-CoA	C23H34N7O17P3S	-4	cytoplasm	C00024	3326	15351
acetol[c]	acetol	Acetol	C3H6O2	0	cytoplasm	C05235	7630	27957
acg5p[c]	acg5p	N-Acetyl-L-glutamyl-5-phosphate	C7H9NO8P	-3	cytoplasm	C04133	6819	16878
acg5sa[c]	acg5sa	N-Acetyl-L-glutamate-5-semialdehyde	C7H10NO4	-1	cytoplasm	C01250	4470	 16319 29123
acgal1p[e]	acgal1p	N-Acetyl-D-galactosamine-1-phosphate	C8H14NO9P	-2	extra-organism			
acgal1p[p]	acgal1p	N-Acetyl-D-galactosamine-1-phosphate	C8H14NO9P	-2	periplasm			
acgal[e]	acgal	N-Acetyl-D-galactosamine	C8H15NO6	0	extra-organism	C01132	4363	28037
acgal[p]	acgal	N-Acetyl-D-galactosamine	C8H15NO6	0	periplasm	C01132	4363	28037
acgam1p[c]	acgam1p	N-Acetyl-D-glucosamine-1-phosphate	C8H14NO9P	-2	cytoplasm	C04256	6921	7125
acgam1p[e]	acgam1p	N-Acetyl-D-glucosamine-1-phosphate	C8H14NO9P	-2	extra-organism	C04256	6921	7125
acgam1p[p]	acgam1p	N-Acetyl-D-glucosamine-1-phosphate	C8H14NO9P	-2	periplasm	C04256	6921	7125
acgam6p[c]	acgam6p	N-Acetyl-D-glucosamine-6-phosphate	C8H14NO9P	-2	cytoplasm	C00357	3650	15784
acgam[c]	acgam	N-Acetyl-D-glucosamine	C8H15NO6	0	cytoplasm	C00140	3440	17411
acgam[e]	acgam	N-Acetyl-D-glucosamine	C8H15NO6	0	extra-organism	C00140	3440	17411
acgam[p]	acgam	N-Acetyl-D-glucosamine	C8H15NO6	0	periplasm	C00140	3440	17411
acglc-D[c]	acglc-D	6-Acetyl-D-glucose	C8H14O7	0	cytoplasm	C02655	5628	17901
acglu[c]	acglu	N-Acetyl-L-glutamate	C7H9NO5	-2	cytoplasm	C00624	3897	 17533 44337
acmalt[c]	acmalt	Acetyl-maltose	C14H24O12	0	cytoplasm	C02130	5209	2411
acmana[c]	acmana	N-Acetyl-D-mannosamine	C8H15NO6	0	cytoplasm	C00645	3918	17122
acmana[e]	acmana	N-Acetyl-D-mannosamine	C8H15NO6	0	extra-organism	C00645	3918	17122
acmana[p]	acmana	N-Acetyl-D-mannosamine	C8H15NO6	0	periplasm	C00645	3918	17122
acmanap[c]	acmanap	N-Acetyl-D-mannosamine-6-phosphate	C8H14NO9P	-2	cytoplasm	C04257	6922	28273
acmum6p[c]	acmum6p	N-acetylmuramate-6-phosphate	C11H17NO11P	-3	cytoplasm			
acmum[e]	acmum	N-Acetylmuramate	C11H18NO8	-1	extra-organism	C02713	5676	
acmum[p]	acmum	N-Acetylmuramate	C11H18NO8	-1	periplasm	C02713	5676	
acnam[c]	acnam	N-Acetylneuraminate	C11H18NO9	-1	cytoplasm	C00270	3568	17012
acnam[e]	acnam	N-Acetylneuraminate	C11H18NO9	-1	extra-organism	C00270	3568	17012
acnam[p]	acnam	N-Acetylneuraminate	C11H18NO9	-1	periplasm	C00270	3568	17012
acolipa[e]	acolipa	4-Amino-4-deoxy-L-arabinose-modified-core-oligosaccharide-lipid-A	C181H314N3O103P4	-9	extra-organism			
acolipa[p]	acolipa	4-Amino-4-deoxy-L-arabinose-modified-core-oligosaccharide-lipid-A	C181H314N3O103P4	-9	periplasm			
acon-C[c]	acon-C	cis-Aconitate	C6H3O6	-3	cytoplasm	C00417	3707	32805
acon-C[e]	acon-C	cis-Aconitate	C6H3O6	-3	extra-organism	C00417	3707	32805
acon-C[p]	acon-C	cis-Aconitate	C6H3O6	-3	periplasm	C00417	3707	32805
acon-T[c]	acon-T	trans-Aconitate	C6H3O6	-3	cytoplasm	C02341	5390	32806
acorn[c]	acorn	N2-Acetyl-L-ornithine	C7H14N2O3	0	cytoplasm	C00437	3726	16543
acser[c]	acser	O-Acetyl-L-serine	C5H9NO4	0	cytoplasm	C00979	4228	17981
acser[e]	acser	O-Acetyl-L-serine	C5H9NO4	0	extra-organism	C00979	4228	17981
acser[p]	acser	O-Acetyl-L-serine	C5H9NO4	0	periplasm	C00979	4228	17981
actACP[c]	actACP	Acetoacetyl-ACP	C388H607O144N96P1S3	-1	cytoplasm	C05744	8039	
actp[c]	actp	Acetyl-phosphate	C2H3O5P	-2	cytoplasm	C00227	3527	15350
adcob1nda[c]	adcob1nda	Adenosyl-cobyrinate-a-c-diamide	C55H68CoN11O15	-4	cytoplasm	C06506	8737	2482
adcobn[c]	adcobn	Adenosylcobyric-acid	C55H76CoN15O11	0	cytoplasm	C06507	8738	2483
ade[c]	ade	Adenine	C5H5N5	0	cytoplasm	C00147	3447	16708
ade[e]	ade	Adenine	C5H5N5	0	extra-organism	C00147	3447	16708
ade[p]	ade	Adenine	C5H5N5	0	periplasm	C00147	3447	16708
adn[c]	adn	Adenosine	C10H13N5O4	0	cytoplasm	C00212	3512	16335
adn[e]	adn	Adenosine	C10H13N5O4	0	extra-organism	C00212	3512	16335
adn[p]	adn	Adenosine	C10H13N5O4	0	periplasm	C00212	3512	16335
adocbi[c]	adocbi	Adenosyl-cobinamide	C58H84CoN16O11	1	cytoplasm	C06508	8739	2480
adocbip[c]	adocbip	Adenosyl-cobinamide-phosphate	C58H83CoN16O14P	-1	cytoplasm	C06509	8740	2481
adocbl[c]	adocbl	Adenosylcobalamin	C72H100CoN18O17P	0	cytoplasm	C00194	3494	18408
adocbl[e]	adocbl	Adenosylcobalamin	C72H100CoN18O17P	0	extra-organism	C00194	3494	18408
adocbl[p]	adocbl	Adenosylcobalamin	C72H100CoN18O17P	0	periplasm	C00194	3494	18408
adocblp[c]	adocblp	Adenosylcobalamin-phosphate	C72H99CoN18O20P2	-2	cytoplasm	phosphorylated version of C00194		
adp[c]	adp	ADP	C10H12N5O10P2	-3	cytoplasm	C00008	3310	16761
adpglc[c]	adpglc	ADPglucose	C16H23N5O15P2	-2	cytoplasm	C00498	3781	15751
adphep-DD[c]	adphep-DD	ADP-D-glycero-D-manno-heptose	C17H25N5O16P2	-2	cytoplasm	C06397	8633	16693
adphep-LD[c]	adphep-LD	ADP-L-glycero-D-manno-heptose	C17H25N5O16P2	-2	cytoplasm	C06398	8634	15915
adprib[c]	adprib	ADPribose	C15H21N5O14P2	-2	cytoplasm	C00301	3595	16960
AEP[c]	AEP	2-Aminoethylphosphonate	C2H7N1O3P1	-1	cytoplasm	C03557	6353	15573
AEP[e]	AEP	2-Aminoethylphosphonate	C2H7N1O3P1	-1	extra-organism	C03557	6353	15573
AEP[p]	AEP	2-Aminoethylphosphonate	C2H7N1O3P1	-1	periplasm	C03557	6353	15573
ag[e]	ag	silver	Ag	1	extra-organism	C06710	8935	9141
agdpcbi[c]	agdpcbi	Adenosine-GDP-cobinamide	C68H95CoN21O21P2	-1	cytoplasm	C06510	8741	
agm[c]	agm	Agmatine	C5H16N4	2	cytoplasm	C00179	3479	17431
agm[e]	agm	Agmatine	C5H16N4	2	extra-organism	C00179	3479	17431
agm[p]	agm	Agmatine	C5H16N4	2	periplasm	C00179	3479	17431
ahcys[c]	ahcys	S-Adenosyl-L-homocysteine	C14H20N6O5S	0	cytoplasm	C00021	3323	16680
ahdt[c]	ahdt	2-Amino-4-hydroxy-6-erythro-1-2-3-trihydroxypropyl-dihydropteridine-triphosphate	C9H12N5O13P3	-4	cytoplasm	C04895	7446	18372
aicar[c]	aicar	5-Amino-1-5-Phospho-D-ribosyl-imidazole-4-carboxamide	C9H13N4O8P	-2	cytoplasm	C04677	7258	18406
air[c]	air	5-amino-1-5-phospho-D-ribosyl-imidazole	C8H12N3O7P	-2	cytoplasm	C03373	6208	28843
airs[c]	airs	Aminoimidazole-riboside	C8H13N3O4	0	cytoplasm	phosphorylated version of C03373		
airs[e]	airs	Aminoimidazole-riboside	C8H13N3O4	0	extra-organism	phosphorylated version of C03373		
airs[p]	airs	Aminoimidazole-riboside	C8H13N3O4	0	periplasm	phosphorylated version of C03373		
akg[c]	akg	2-Oxoglutarate	C5H4O5	-2	cytoplasm	C00026	3328	30915
akg[e]	akg	2-Oxoglutarate	C5H4O5	-2	extra-organism	C00026	3328	30915
akg[p]	akg	2-Oxoglutarate	C5H4O5	-2	periplasm	C00026	3328	30915
ala-B[c]	ala-B	beta-Alanine	C3H7NO2	0	cytoplasm	C00099	3399	16958
ala-B[e]	ala-B	beta-Alanine	C3H7NO2	0	extra-organism	C00099	3399	16958
ala-B[p]	ala-B	beta-Alanine	C3H7NO2	0	periplasm	C00099	3399	16958
ala-D[c]	ala-D	D-Alanine	C3H7NO2	0	cytoplasm	C00133	3433	15570
ala-D[e]	ala-D	D-Alanine	C3H7NO2	0	extra-organism	C00133	3433	15570
ala-D[p]	ala-D	D-Alanine	C3H7NO2	0	periplasm	C00133	3433	15570
ala-L[c]	ala-L	L-Alanine	C3H7NO2	0	cytoplasm	C00041	3343	16977
ala-L[e]	ala-L	L-Alanine	C3H7NO2	0	extra-organism	C00041	3343	16977
ala-L[p]	ala-L	L-Alanine	C3H7NO2	0	periplasm	C00041	3343	16977
alaala[c]	alaala	D-Alanyl-D-alanine	C6H12N2O3	0	cytoplasm	C00993	4239	16576
alaala[e]	alaala	D-Alanyl-D-alanine	C6H12N2O3	0	extra-organism	C00993	4239	16576
alaala[p]	alaala	D-Alanyl-D-alanine	C6H12N2O3	0	periplasm	C00993	4239	16576
alac-S[c]	alac-S	S-2-Acetolactate	C5H7O4	-1	cytoplasm	C06010	8282	18409
alatrna[c]	alatrna	L-Alanyl-tRNA-Ala	C3H6NOR	1	cytoplasm	C00886	4142	17732
all-D[e]	all-D	D-Allose	C6H12O6	0	extra-organism	C01487	4657	4093
all-D[p]	all-D	D-Allose	C6H12O6	0	periplasm	C01487	4657	4093
alltn[c]	alltn	Allantoin	C4H6N4O3	0	cytoplasm	C01551	4709	15676
alltn[e]	alltn	Allantoin	C4H6N4O3	0	extra-organism	C01551	4709	15676
alltn[p]	alltn	Allantoin	C4H6N4O3	0	periplasm	C01551	4709	15676
alltt[c]	alltt	Allantoate	C4H7N4O4	-1	cytoplasm	C00499	3782	30837
amet[c]	amet	S-Adenosyl-L-methionine	C15H23N6O5S	1	cytoplasm	C00019	3321	15414
ametam[c]	ametam	S-Adenosylmethioninamine	C14H24N6O3S	2	cytoplasm	C01137	4368	15625
amob[c]	amob	S-Adenosyl-4-methylthio-2-oxobutanoate	C15H19N5O6S	0	cytoplasm	C04425	7057	16490
amp[c]	amp	AMP	C10H12N5O7P	-2	cytoplasm	C00020	3322	16027
amp[e]	amp	AMP	C10H12N5O7P	-2	extra-organism	C00020	3322	16027
amp[p]	amp	AMP	C10H12N5O7P	-2	periplasm	C00020	3322	16027
anhgm3p[c]	anhgm3p	N-Acetyl-D-glucosamine-anhydrous-N-Acetylmuramyl-tripeptide	C34H52N6O19	-2	cytoplasm			
anhgm3p[p]	anhgm3p	N-Acetyl-D-glucosamine-anhydrous-N-Acetylmuramyl-tripeptide	C34H52N6O19	-2	periplasm			
anhgm4p[c]	anhgm4p	N-Acetyl-D-glucosamine-anhydrous-N-Acetylmuramyl-tetrapeptide	C37H57N7O20	-2	cytoplasm			
anhgm4p[p]	anhgm4p	N-Acetyl-D-glucosamine-anhydrous-N-Acetylmuramyl-tetrapeptide	C37H57N7O20	-2	periplasm			
anhgm[c]	anhgm	N-Acetyl-D-glucosamine-anhydrous-N-Acetylmuramic-acid	C19H29N2O12	-1	cytoplasm			
anhgm[e]	anhgm	N-Acetyl-D-glucosamine-anhydrous-N-Acetylmuramic-acid	C19H29N2O12	-1	extra-organism			
anhgm[p]	anhgm	N-Acetyl-D-glucosamine-anhydrous-N-Acetylmuramic-acid	C19H29N2O12	-1	periplasm			
anhm3p[c]	anhm3p	1-6-anhydrous-N-Acetylmuramyl-tripeptide	C26H39N5O14	-2	cytoplasm			
anhm4p[c]	anhm4p	1-6-anhydrous-N-Acetylmuramyl-tetrapeptide	C29H44N6O15	-2	cytoplasm			
anhm[c]	anhm	1-6-anhydrous-N-Acetylmuramate	C11H16NO7	-1	cytoplasm			
anth[c]	anth	Anthranilate	C7H6NO2	-1	cytoplasm	C00108	3408	30754
ap4a[c]	ap4a	P1-P4-Bis-5-adenosyl-tetraphosphate	C20H24N10O19P4	-4	cytoplasm	C01260	4479	17422
ap5a[c]	ap5a	P1-P5-Bis-5-adenosyl-pentaphosphate	C20H24N10O22P5	-5	cytoplasm	C04058	6757	
apg120[c]	apg120	acyl-phosphatidylglycerol-n-C120	C42H80O11P	-1	cytoplasm			
apg140[c]	apg140	acyl-phosphatidylglycerol-n-C140	C48H92O11P	-1	cytoplasm			
apg141[c]	apg141	acyl-phosphatidylglycerol-n-C141	C48H86O11P	-1	cytoplasm			
apg160[c]	apg160	acyl-phosphatidylglycerol-n-C160	C54H104O11P	-1	cytoplasm			
apg161[c]	apg161	acyl-phosphatidylglycerol-n-C161	C54H98O11P	-1	cytoplasm			
apg180[c]	apg180	acyl-phosphatidylglycerol-n-C180	C60H116O11P	-1	cytoplasm			
apg181[c]	apg181	acyl-phosphatidylglycerol-n-C181	C60H110O11P	-1	cytoplasm			
apoACP[c]	apoACP	apoprotein-acyl-carrier-protein	C373H583N94O136S2	0	cytoplasm	C03688	6463	
app[c]	app	R-1-Amino-2-propanol	C3H9NO	0	cytoplasm	C03194	6071	15675
appp[c]	appp	D-1-Aminopropan-2-ol-O-phosphate	C3H9NO4P	-1	cytoplasm	C04122	6809	28390
aps[c]	aps	Adenosine-5-phosphosulfate	C10H12N5O10PS	-2	cytoplasm	C00224	3524	17709
ara5p[c]	ara5p	D-Arabinose-5-phosphate	C5H9O8P	-2	cytoplasm	C01112	4344	16241
arab-L[c]	arab-L	L-Arabinose	C5H10O5	0	cytoplasm	C00259	3558	17535
arab-L[e]	arab-L	L-Arabinose	C5H10O5	0	extra-organism	C00259	3558	17535
arab-L[p]	arab-L	L-Arabinose	C5H10O5	0	periplasm	C00259	3558	17535
arbt6p[c]	arbt6p	Arbutin-6-phosphate	C12H15O10P	-2	cytoplasm	C06187	8438	
arbtn[c]	arbtn	aerobactin-minus-Fe3	C22H33N4O13	-3	cytoplasm			
arbtn[e]	arbtn	aerobactin-minus-Fe3	C22H33N4O13	-3	extra-organism			
arbtn-fe3[c]	arbtn-fe3	Aerobactin	C22H33FeN4O13	0	cytoplasm	C05554	7887	18157
arbtn-fe3[e]	arbtn-fe3	Aerobactin	C22H33FeN4O13	0	extra-organism	C05554	7887	18157
arbtn-fe3[p]	arbtn-fe3	Aerobactin	C22H33FeN4O13	0	periplasm	C05554	7887	18157
arbtn[p]	arbtn	aerobactin-minus-Fe3	C22H33N4O13	-3	periplasm			
arg-L[c]	arg-L	L-Arginine	C6H15N4O2	1	cytoplasm	C00062	3362	16467
arg-L[e]	arg-L	L-Arginine	C6H15N4O2	1	extra-organism	C00062	3362	16467
arg-L[p]	arg-L	L-Arginine	C6H15N4O2	1	periplasm	C00062	3362	16467
argsuc[c]	argsuc	N-omega-L-Arginino-succinate	C10H17N4O6	-1	cytoplasm	C03406	6235	15682
argtrna[c]	argtrna	L-Arginyl-tRNA-Arg	C6H14N4OR	2	cytoplasm	C02163	5239	18366
ascb6p[c]	ascb6p	L-ascorbate-6-phosphate	C6H7O9P	-2	cytoplasm		656479???3385	15946
