abbreviation	equation	uppbnd	lowbnd	geneAssociation	Subsystem	name	obj_coef	activation	baseflux	flux
DAGK180	12dgr180[c] + atp[c] --> adp[c] + h[c] + pa180[c]	800.650457394715	0	STM4236	Glycerophospholipid Metabolism	diacylglycerol kinase n C180	0	0.800650457394715	0	0
DAGK181	12dgr181[c] + atp[c] --> adp[c] + h[c] + pa181[c]	800.650457394715	0	STM4236	Glycerophospholipid Metabolism	diacylglycerol kinase n C181	0	0.800650457394715	0	0
DALAt2pp	ala-D[p] + h[p] --> ala-D[c] + h[c]	1067.91366285511	0	STM4398	Transport Inner Membrane	D alanine transport in via proton symport periplasm	0	1.06791366285511	0	0
DALAtex	ala-D[e] <=> ala-D[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	D Alanine transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DAMPtex	damp[e] <=> damp[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	dAMP transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DAPabcpp	26dap-M[p] + atp[c] + h2o[c] --> 26dap-M[c] + adp[c] + h[c] + pi[c]	984.533364159853	0	STM1954	Transport Inner Membrane	M diaminopimelic acid ABC transport periplasm	0	0.984533364159853	0	0
DAPAL	23dappa[c] + h2o[c] --> 2 nh4[c] + pyr[c]	1000	0	STM1002	Alternate Carbon Metabolism	2 3 diaminopropionate amonnia lyase	0	NA	0	0
DAPDC	26dap-M[c] + h[c] --> co2[c] + lys-L[c]	1128.1130101597	0	STM3013	Threonine and Lysine Metabolism	diaminopimelate decarboxylase	0	1.1281130101597	0.148858535688874	0.148858535688881
DAPE	26dap-LL[c] <=> 26dap-M[c]	862.969985740971	-862.969985740971	STM3947	Threonine and Lysine Metabolism	diaminopimelate epimerase	0	0.862969985740971	0.172475128807605	0.172475128807605
DAPtex	15dap[e] <=> 15dap[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	1 5 Diaminopentane transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DASYN120	ctp[c] + h[c] + pa120[c] --> cdpdddecg[c] + ppi[c]	1245.03647948371	0	STM0222	Glycerophospholipid Metabolism	CDP diacylglycerol synthetase n C120	0	1.24503647948371	0	0
DASYN140	ctp[c] + h[c] + pa140[c] --> cdpdtdecg[c] + ppi[c]	1245.03647948371	0	STM0222	Glycerophospholipid Metabolism	CDP diacylglycerol synthetase n C140	0	1.24503647948371	0.00663553414867456	0.00663553414867488
DASYN141	ctp[c] + h[c] + pa141[c] --> cdpdtdec7eg[c] + ppi[c]	1245.03647948371	0	STM0222	Glycerophospholipid Metabolism	CDP diacylglycerol synthetase n C141	0	1.24503647948371	0	0
DASYN160	ctp[c] + h[c] + pa160[c] --> cdpdhdecg[c] + ppi[c]	1245.03647948371	0	STM0222	Glycerophospholipid Metabolism	CDP diacylglycerol synthetase n C160	0	1.24503647948371	0.0360214710928048	0.0360214710928065
DASYN161	ctp[c] + h[c] + pa161[c] --> cdpdhdec9eg[c] + ppi[c]	1245.03647948371	0	STM0222	Glycerophospholipid Metabolism	CDP diacylglycerol synthetase n C161	0	1.24503647948371	0.0018958668996213	0.00189586689962139
DASYN180	ctp[c] + h[c] + pa180[c] --> cdpdodecg[c] + ppi[c]	1245.03647948371	0	STM0222	Glycerophospholipid Metabolism	CDP diacylglycerol synthetase n C180	0	1.24503647948371	0.000947933449810651	0.000947933449810697
DASYN181	ctp[c] + h[c] + pa181[c] --> cdpdodec11eg[c] + ppi[c]	1245.03647948371	0	STM0222	Glycerophospholipid Metabolism	CDP diacylglycerol synthetase n C181	0	1.24503647948371	0.00142190017471598	0.00142190017471605
DATPHs	datp[c] + h2o[c] + h[c] --> ditp[c] + nh4[c]	1000	0	s0001	Nucleotide Salvage Pathway	dATP amine hydrolysis spontaneous	0	NA	0	0
DB4PS	ru5p-D[c] --> db4p[c] + for[c] + h[c]	1012.00147441816	0	STM3195	Cofactor and Prosthetic Group Biosynthesis	3 4 Dihydroxy 2 butanone 4 phosphate synthase	0	1.01200147441816	9.56059959466113e-06	9.56059959466159e-06
DBTS	atp[c] + co2[c] + dann[c] --> adp[c] + dtbt[c] + 3 h[c] + pi[c]	918.417902230281	0	( STM0797 | STM1489 )	Cofactor and Prosthetic Group Biosynthesis	dethiobiotin synthase	0	0.918417902230281	0	0
DCAtex	dca[e] <=> dca[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Decanoate transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DCMPtex	dcmp[e] <=> dcmp[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	dCMP transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DCTPD	dctp[c] + h2o[c] + h[c] --> dutp[c] + nh4[c]	948.528003749623	0	STM2121	Nucleotide Salvage Pathway	dCTP deaminase	0	0.948528003749623	0	0
DCYTD	dcyt[c] + h2o[c] + h[c] --> duri[c] + nh4[c]	1612.20692759082	0	STM2183	Nucleotide Salvage Pathway	deoxycytidine deaminase	0	1.61220692759082	0	0
DCYTt2pp	dcyt[p] + h[p] --> dcyt[c] + h[c]	1084.75270768613	0	( STM3113  |  STM2409 )	Transport Inner Membrane	deoxycytidine transport in via proton symport periplasm	0	1.08475270768613	0	0
DCYTtex	dcyt[e] <=> dcyt[p]	1000	-1000	STM0413	Transport Outer Membrane	deoxycytidine transport via diffusion extracellular to periplasm	0	NA	0	0
DDCAt2pp	ddca[p] + h[p] --> ddca[c] + h[c]	1000	0	STM2393	Transport	Dodecanoate transport via proton symport	0	NA	0	0
DDCAtexi	ddca[e] --> ddca[p]	998.034233431779	0	STM2391	Transport Outer Membrane	Fatty acid dodecanoate transport via facilitated irreversible diffusion extracellular to periplasm	0	0.998034233431779	0	0
DDGALK	2dh3dgal[c] + atp[c] --> 2dh3dgal6p[c] + adp[c] + h[c]	1238.0769849161	0	STM3829	Alternate Carbon Metabolism	2 dehydro 3 deoxygalactonokinase	0	1.2380769849161	0	0
DDGLCNt2rpp	2ddglcn[p] + h[p] <=> 2ddglcn[c] + h[c]	1354.31996031484	-1354.31996031484	STM0161	Transport Inner Membrane	2 dehydro 3 deoxy D gluconate transport via proton symport reversible periplasm	0	1.35431996031484	0	0
DDGLCNtex	2ddglcn[e] <=> 2ddglcn[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	2 dehydro 3 deoxy D gluconate transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DDGLK	2ddglcn[c] + atp[c] --> 2ddg6p[c] + adp[c] + h[c]	1187.89428721722	0	STM3612	Alternate Carbon Metabolism	2 dehydro 3 deoxygluconokinase	0	1.18789428721722	0	0
DDPA	e4p[c] + h2o[c] + pep[c] --> 2dda7p[c] + pi[c]	1000	0	( STM2670  |  STM0760  |  STM1347 )	Tyrosine Tryptophan and Phenylalanine Metabolism	3 deoxy D arabino heptulosonate 7 phosphate synthetase	0	NA	0.151474793767953	0.15147479376796
DDPGALA	2dh3dgal6p[c] <=> g3p[c] + pyr[c]	1000	-1000	NA	Alternate Carbon Metabolism	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	0	NA	0	0
DGK1	atp[c] + dgmp[c] <=> adp[c] + dgdp[c]	790.905391484023	-790.905391484023	STM3740	Nucleotide Salvage Pathway	deoxyguanylate kinase dGMPATP	0	0.790905391484023	0	0
DGMPtex	dgmp[e] <=> dgmp[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	dGMP transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DGSNt2pp	dgsn[p] + h[p] --> dgsn[c] + h[c]	1084.75270768613	0	STM3113	Transport Inner Membrane	deoxyguanosine transport in via proton symport periplasm	0	1.08475270768613	0	0
DGSNtex	dgsn[e] <=> dgsn[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	deoxyguanosine transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DHAD1	23dhmb[c] --> 3mob[c] + h2o[c]	1494.37586560855	0	STM3904	Valine Leucine and Isoleucine Metabolism	dihydroxy acid dehydratase 2 3 dihydroxy 3 methylbutanoate	0	1.49437586560855	0.234774385916316	0.234774385916328
DHAD2	23dhmp[c] --> 3mop[c] + h2o[c]	1494.37586560855	0	STM3904	Valine Leucine and Isoleucine Metabolism	Dihydroxy acid dehydratase 2 3 dihydroxy 3 methylpentanoate	0	1.49437586560855	0.0417611770594596	0.0417611770594616
DHAtex	dha[e] <=> dha[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Dihydroxyacetone transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DHAtpp	dha[p] <=> dha[c]	1000	-1000	NA	Transport Inner Membrane	Dihydroxyacetone transport via facilitated diffusion periplasm	0	NA	0	0
DHBD	23ddhb[c] + nad[c] --> 23dhb[c] + h[c] + nadh[c]	0	0	STM0598	Cofactor and Prosthetic Group Biosynthesis	2 3 dihydro 2 3 dihydroxybenzoate dehydrogenase	0	0	0	0
DHBS	23dhb[c] + atp[c] + h[c] --> 23dhba[c] + ppi[c]	1933.78378305208	0	STM0596	Cofactor and Prosthetic Group Biosynthesis	2 3 dihydroxybenzoate adenylate synthase	0	1.93378378305208	0	0
DHBSH	23dhbzs[c] + h2o[c] --> 23dhb[c] + h[c] + ser-L[c]	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis	2 3 dihydroxybenzoylserine hydrolase	0	NA	0	0
DHBSZ3FEabcpp	atp[c] + h2o[c] + fe3dhbzs3[p] --> adp[c] + h[c] + pi[c] + fe3dhbzs3[c]	1000	0	NA	Inorganic Ion Transport and Metabolism	23dhbsz3 Fe III transport via ABC system periplasm	0	NA	0	0
DHBSZ3FEexs	fe3[e] + 23dhbzs3[e] --> fe3dhbzs3[e]	1000	0	s0001	Inorganic Ion Transport and Metabolism	23dhbsz3 Fe III sequestration	0	NA	0	0
DHBSZ3FEtonex	h[p] + fe3dhbzs3[e] --> h[c] + fe3dhbzs3[p]	809.789461152389	0	(STM2199 | STM0585 | STM2777) & (STM1737 & STM3159 & STM3158)	Inorganic Ion Transport and Metabolism	23dhbsz3  Fe III import	0	0.809789461152389	0	0
DHBSZ3tex	23dhbzs3[p] --> 23dhbzs3[e]	1000	0	NA	Inorganic Ion Transport and Metabolism	23dhbsz secretion	0	NA	0	0
DHBZS2H	h2o[c] + 23dhbzs2[c] --> 2 23dhbzs[c]	2244.25135529788	0	STM2775 | STM0586	Inorganic Ion Transport and Metabolism	23DHBS polymer hydrolase	0	2.24425135529788	0	0
DHBZS3H	h2o[c] + 23dhbzs3[c] --> 23dhbzs[c] + 23dhbzs2[c]	2244.25135529788	0	STM2775 | STM0586	Inorganic Ion Transport and Metabolism	23DHBS polymer hydrolase	0	2.24425135529788	0	0
DHDPRy	23dhdp[c] + h[c] + nadph[c] --> nadp[c] + thdp[c]	1103.36418681012	0	STM0064	Threonine and Lysine Metabolism	dihydrodipicolinate reductase NADPH	0	1.10336418681012	0.172475128807606	0.172475128807614
DHDPS	aspsa[c] + pyr[c] --> 23dhdp[c] + 2 h2o[c] + h[c]	911.975934529632	0	STM2489	Threonine and Lysine Metabolism	dihydrodipicolinate synthase	0	0.911975934529632	0.172475128807606	0.172475128807614
DHEDAA	24dhhed[c] --> pyr[c] + sucsal[c]	0	0	(STM1106 & STM2289)	Alternate Carbon metabolism	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	0	0	0	0
DHFR	dhf[c] + h[c] + nadph[c] <=> nadp[c] + thf[c]	914.512128311766	-914.512128311766	STM0087	Cofactor and Prosthetic Group Biosynthesis	dihydrofolate reductase	0	0.914512128311766	0.0363957685669902	0.0363957685669902
DHFS	atp[c] + dhpt[c] + glu-L[c] --> adp[c] + dhf[c] + h[c] + pi[c]	1330.61283737756	0	STM2365	Cofactor and Prosthetic Group Biosynthesis	dihydrofolate synthase	0	1.33061283737756	0.0239014989866529	0.023901498986654
DHNAOT4	dhna[c] + h[c] + octdp[c] --> 2dmmql8[c] + co2[c] + ppi[c]	1190.46123692472	0	STM4090	Cofactor and Prosthetic Group Biosynthesis	1 4 dihydroxy 2 naphthoate octaprenyltransferase	0	1.19046123692472	0	0
DHNPA2	dhnpt[c] --> 6hmhpt[c] + gcald[c]	1131.48281312373	0	STM3206	Cofactor and Prosthetic Group Biosynthesis	dihydroneopterin aldolase	0	1.13148281312373	0.0239014989866529	0.023901498986654
DHORD2	dhor-S[c] + q8[c] --> orot[c] + q8h2[c]	771.203771547052	0	STM1058	Purine and Pyrimidine Biosynthesis	dihydoorotic acid dehydrogenase quinone8	0	0.771203771547052	0	0.181242198635919
DHORD5	dhor-S[c] + mqn8[c] --> mql8[c] + orot[c]	771.203771547052	0	STM1058	Purine and Pyrimidine Biosynthesis	dihydroorotic acid menaquinone 8	0	0.771203771547052	0.18124219863591	0
DHORTS	dhor-S[c] + h2o[c] <=> cbasp[c] + h[c]	855.686889730347	-855.686889730347	STM1163	Purine and Pyrimidine Biosynthesis	dihydroorotase	0	0.855686889730347	-0.181242198635914	-0.181242198635914
DHPPDA2	25drapp[c] + h2o[c] + h[c] --> 5apru[c] + nh4[c]	1655.31774975144	0	STM0416	Cofactor and Prosthetic Group Biosynthesis	diaminohydroxyphosphoribosylaminopryrimidine deaminase 25drapp	0	1.65531774975144	4.78029979733057e-06	4.7802997973308e-06
DHPS2	4abz[c] + 6hmhptpp[c] --> dhpt[c] + ppi[c]	796.201492338144	0	STM3295	Cofactor and Prosthetic Group Biosynthesis	dihydropteroate synthase	0	0.796201492338145	0.0239014989866529	0.023901498986654
DHPTDCs	dhptd[c] --> h2o[c] + hmfurn[c]	1000	0	s0001	Methionine Metabolism	4 5 dihydroxy 2 3 pentanedione cyclization spontaneous	0	NA	0	0
DHQS	2dda7p[c] --> 3dhq[c] + pi[c]	1250.74523745976	0	STM3486	Tyrosine Tryptophan and Phenylalanine Metabolism	3 dehydroquinate synthase	0	1.25074523745976	0.151474793767953	0.15147479376796
DHQTi	3dhq[c] --> 3dhsk[c] + h2o[c]	875.030117984167	0	STM1358	Tyrosine Tryptophan and Phenylalanine Metabolism	3 dehydroquinate dehydratase irreversible	0	0.875030117984167	0.151474793767953	0.15147479376796
DIMPtex	dimp[e] <=> dimp[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	dIMP transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DINSt2pp	din[p] + h[p] --> din[c] + h[c]	1084.75270768613	0	STM3113	Transport Inner Membrane	deoxyinosine transport in via proton symport periplasm	0	1.08475270768613	0	0
DINStex	din[e] <=> din[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	deoxyinosine transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DKDID	h2o[c] + dkdi[c] --> h[c] + d5kg[c]	1000	0	NA	Exchange	D-2,3-Diketo 4-deoxy-epi-inositol dehydratase	0	NA	0	0
DKGLCNR1	25dkglcn[c] + h[c] + nadph[c] --> 2dhguln[c] + nadp[c]	1000	0	( STM3165  |  STM0255 )	Alternate Carbon Metabolism	2 5 diketo D gluconate reductase	0	NA	0	0
DKGLCNR2x	25dkglcn[c] + h[c] + nadh[c] --> 5dglcn[c] + nad[c]	1133.60583308154	0	STM3646	Alternate Carbon Metabolism	2 5 diketo D gluconate reductase NADH	0	1.13360583308154	0	0
DKGLCNR2y	25dkglcn[c] + h[c] + nadph[c] --> 5dglcn[c] + nadp[c]	1133.60583308154	0	STM3646	Alternate Carbon Metabolism	2 5 diketo D gluconate reductase NADPH	0	1.13360583308154	0	0
DKMPPD	dkmpp[c] + h2o[c] + o2[c] --> 2kmb[c] + for[c] + 2 h[c] + pi[c]	1000	0	NA	Arginine and Proline Metabolism	2 3 diketo 5 methylthio 1 phosphopentane degradation reaction	0	NA	0	0
DKMPPD3	dkmpp[c] + 3 h2o[c] + 2 nad[c] --> 2kmb[c] + for[c] + 4 h[c] + 2 nadh[c] + pi[c]	1000	0	NA	Arginine and Proline Metabolism	2 3 diketo 5 methylthio 1 phosphopentane degradation reaction	0	NA	0.0033462098581314	0.00334620985813156
DM_4HBA	4hba[c] -->	1000	0	NA	Exchange	Sink needed to allow 4 hydroxy benzoate to leave system	0	NA	0	0
DM_5DRIB	5drib[c] -->	1000	0	NA	Exchange	Sink needed to allow 5 deoxyribose to leave system	0	NA	0	0
DM_HMFURN	hmfurn[c] -->	1000	0	NA	Exchange	Sink needed to allow 4 hydroxy 5 methyl 3 2H furanone to leave system	0	NA	0	0
DM_OXAM	oxam[c] -->	1000	0	NA	Exchange	Sink needed to allow oxamate to leave system	0	NA	0	0
DMATT	dmpp[c] + ipdp[c] --> grdp[c] + ppi[c]	801.655730316814	0	STM0423	Cofactor and Prosthetic Group Biosynthesis	dimethylallyltranstransferase	0	0.801655730316814	0	0
DMBZIDS	ribflv[c] --> dmbzid[c]	1602.0320853305	0	STM2016	Cofactor and Prosthetic Group Biosynthesis	DMB synthase	0	1.6020320853305	0	0
DMPPS	h2mb4p[c] + h[c] + nadh[c] --> dmpp[c] + h2o[c] + nad[c]	1482.00464951057	0	STM0049	Cofactor and Prosthetic Group Biosynthesis	1 hydroxy 2 methyl 2 E butenyl 4 diphosphate reductase dmpp	0	1.48200464951057	0	0
DMQMT	2omhmbl[c] + amet[c] --> ahcys[c] + h[c] + q8h2[c]	727.96343512736	0	STM2276	Cofactor and Prosthetic Group Biosynthesis	3 Dimethylubiquinonol 3 methyltransferase	0	0.72796343512736	0	0
DMSOR1	dmso[p] + mql8[c] --> dms[p] + h2o[p] + mqn8[c]	656.654483693983	0	( ( STM1499  &  STM1498  &  STM1497  &  STM1496 )  |  ( STM0964  &  STM0965  &  STM0966 )  |  ( STM4305.S  &  STM4306  &  STM4307 ) |  ( STM2528  &  STM2530  &  STM2529 ) )	Oxidative Phosphorylation	Dimethyl sulfoxide reductase Menaquinol 8	0	0.656654483693983	0	0
DMSOR2	2dmmql8[c] + dmso[p] --> 2dmmq8[c] + dms[p] + h2o[p]	656.654483693983	0	( ( STM0964  &  STM0965  &  STM0966 )  |  ( STM4305.S  &  STM4306  &  STM4307 )  |  ( STM2528  &  STM2530  &  STM2529 ) )	Oxidative Phosphorylation	Dimethyl sulfoxide reductase Demethylmenaquinol 8	0	0.656654483693983	0	0
DMSOtex	dmso[e] <=> dmso[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Dimethyl sulfoxide transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DMStex	dms[e] <=> dms[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Dimethyl sulfide transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DNMPPA	dhpmp[c] + h2o[c] --> dhnpt[c] + pi[c]	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis	Dihydroneopterin monophosphate dephosphorylase	0	NA	0.0239014989866529	0.023901498986654
DNTPPA	ahdt[c] + h2o[c] --> dhpmp[c] + h[c] + ppi[c]	1207.28305267219	0	( STM1900  |  STM0137 )	Cofactor and Prosthetic Group Biosynthesis	Dihydroneopterin triphosphate pyrophosphatase	0	1.20728305267219	0.0239014989866529	0.023901498986654
DOGULNR	23doguln[c] + h[c] + nadh[c] --> 3dhguln[c] + nad[c]	1000	0	STM3668	Alternate Carbon Metabolism	2 3 dioxo L gulonate reductase	0	NA	0	0
DOPAtex	dopa[e] <=> dopa[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	dopamine transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DPCOAK	atp[c] + dpcoa[c] --> adp[c] + coa[c] + h[c]	700.720332485744	0	STM0140	Cofactor and Prosthetic Group Biosynthesis	dephospho CoA kinase	0	0.700720332485744	2.82037688041591e-05	2.82037688042666e-05
DPR	2dhp[c] + h[c] + nadph[c] --> nadp[c] + pant-R[c]	1575.64612718377	0	( STM3909 | STM0434 | STM2573 )	Cofactor and Prosthetic Group Biosynthesis	2 dehydropantoate 2 reductase	0	1.57564612718377	2.82037688041591e-05	2.82037688042666e-05
DRBK	atp[c] + drib[c] --> 2dr5p[c] + adp[c] + h[c]	1000	0	STM3793	Alternate Carbon Metabolism	deoxyribokinase	0	NA	0	0
DRIBtex	drib[e] <=> drib[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	deoxyribose transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DRIBtpp	h[p] + drib[p] <=> h[c] + drib[c]	1000	-1000	STM3792	Transport Inner Membrane	deoxy D ribose transport via proton symport periplasm	0	NA	0	0
DRPA	2dr5p[c] --> acald[c] + g3p[c]	1984.15473136963	0	STM4567	Alternate Carbon Metabolism	deoxyribose phosphate aldolase	0	1.98415473136963	0	0
DSBAO1	dsbard[p] + q8[c] --> dsbaox[p] + q8h2[c]	990.001152234312	0	( STM3997  &  STM1807 )	Unassigned	DsbA protein reoxidation reaction aerobic	0	0.990001152234312	0	0
DSBAO2	dsbard[p] + mqn8[c] --> dsbaox[p] + mql8[c]	990.001152234312	0	( STM3997  &  STM1807 )	Unassigned	DsbA protein reoxidation reaction anaerobic	0	0.990001152234312	0	0
DSBCGT	dsbcox[p] + 2 gthrd[p] --> dsbcrd[p] + gthox[p]	1331.35103956477	0	STM3043	Unassigned	DsbCglutathione thiotransferase	0	1.33135103956477	0	0
DSBDR	dsbdox[c] + trdrd[c] --> dsbdrd[c] + trdox[c]	1008.85192998484	0	( ( STM4323  &  STM3915 )  |  ( STM4323  &  STM2649 ) )	Unassigned	DsbD reductase	0	1.00885192998484	0	0
DSBGGT	dsbgox[p] + 2 gthrd[p] --> dsbgrd[p] + gthox[p]	837.171538653562	0	STM0607	Unassigned	DsbGglutathione thiotransferase	0	0.837171538653563	0	0
DSCLCOCH	cobalt2[c] + dscl[c] <=> codscl2[c] + 2 h[c]	1084.90843503283	0	( STM2025 | STM3477 )	Cofactor and Prosthetic Group Biosynthesis	Sirohydrochlorin cobaltochelatase	0	1.08490843503283	0	0
DSERDHr	nadp[c] + ser-D[c] <=> 2amsa[c] + h[c] + nadph[c]	1000	-1000	STM1511	Glycine and Serine Metabolism	D serine dehydrogenase	0	NA	0	0
DSERt2pp	h[p] + ser-D[p] --> h[c] + ser-D[c]	1067.91366285511	0	STM4398	Transport Inner Membrane	D serine transport in via proton symport periplasm	0	1.06791366285511	0	0
DSERtex	ser-D[e] <=> ser-D[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	D serine transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DTARTD	tartr-D[c] --> h2o[c] + oaa[c]	1000	0	STM2949	Alternate Carbon Metabolism	D-tartrate dehydratase	0	NA	0	0
DTMPK	atp[c] + dtmp[c] <=> adp[c] + dtdp[c]	1031.22855733784	-1031.22855733784	STM1200	Nucleotide Salvage Pathway	dTMP kinase	0	1.03122855733784	0.0124942695803156	0.0124942695802019
DTMPtex	dtmp[e] <=> dtmp[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	dTMP transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DUMPtex	dump[e] <=> dump[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	dUMP transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
DURIK1	atp[c] + duri[c] --> adp[c] + dump[c] + h[c]	917.64018279429	0	STM1750	Nucleotide Salvage Pathway	deoxyuridine kinase ATPDeoxyuridine	0	0.91764018279429	0	0
DURIPP	duri[c] + pi[c] <=> 2dr1p[c] + ura[c]	1547.70231991829	-1547.70231991829	( STM4568  |  STM4570 )	Nucleotide Salvage Pathway	deoxyuridine phosphorylase	0	1.54770231991829	0	0
DURIt2pp	duri[p] + h[p] --> duri[c] + h[c]	1084.75270768613	0	( STM2409  |  STM3113 )	Transport Inner Membrane	deoxyuridine transport in via proton symport periplasm	0	1.08475270768613	0	0
DURItex	duri[e] <=> duri[p]	1000	-1000	STM0413	Transport Outer Membrane	deoxyuridine transport via diffusion extracellular to periplasm	0	NA	0	0
DUTPDP	dutp[c] + h2o[c] --> dump[c] + h[c] + ppi[c]	1000	0	STM3731	Nucleotide Salvage Pathway	dUTP diphosphatase	0	NA	0	0
DXPRIi	dxyl5p[c] + h[c] + nadph[c] --> 2me4p[c] + nadp[c]	1432.7163924508	0	STM0220	Cofactor and Prosthetic Group Biosynthesis	1 deoxy D xylulose reductoisomerase	0	1.4327163924508	0	0
DXPS	g3p[c] + h[c] + pyr[c] --> co2[c] + dxyl5p[c]	1130.78102407263	0	STM0422	Cofactor and Prosthetic Group Biosynthesis	1 deoxy D xylulose 5 phosphate synthase	0	1.13078102407263	0	0
DXYLK	atp[c] + dxyl[c] --> adp[c] + dxyl5p[c] + h[c]	1277.33666435465	0	STM3660	Cofactor and Prosthetic Group Biosynthesis	1 Deoxy D xylulose kinase	0	1.27733666435465	0	0
DXYLUDtex	dxyl[e] <=> dxyl[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport	1-deoxy-d-xyluose transport	0	1.27242647854064	0	0
DXYLUDtpp	h[p] + dxyl[p] --> dxyl[c] + h[c]	1000	0	NA	Transport, Inner Membrane	1-deoxy-d-xyluose transport	0	NA	0	0
E4PD	e4p[c] + h2o[c] + nad[c] --> 4per[c] + 2 h[c] + nadh[c]	1000.77005920841	0	STM3070	Cofactor and Prosthetic Group Biosynthesis	Erythrose 4 phosphate dehydrogenase	0	1.00077005920841	0	0
EAR100x	h[c] + nadh[c] + tdec2eACP[c] --> dcaACP[c] + nad[c]	1217.13472629532	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADH  n C100	0	1.21713472629532	0.0983412834906439	0.0983412834906486
EAR100y	h[c] + nadph[c] + tdec2eACP[c] --> dcaACP[c] + nadp[c]	1217.13472629532	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADPH  n C100	0	1.21713472629532	0	0
EAR120x	h[c] + nadh[c] + tddec2eACP[c] --> ddcaACP[c] + nad[c]	1217.13472629532	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADH  n C120	0	1.21713472629532	0.0983412834906439	0.0983412834906486
EAR120y	h[c] + nadph[c] + tddec2eACP[c] --> ddcaACP[c] + nadp[c]	1217.13472629532	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADPH  n C120	0	1.21713472629532	0	0
EAR121x	h[c] + nadh[c] + t3c5ddeceACP[c] --> cddec5eACP[c] + nad[c]	1217.13472629532	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADH  n C121	0	1.21713472629532	0.00727800644143579	0.00727800644143614
